categoria_dettaglio;anno;anno_mese;N_month;sum_abs_month;med_N_month_base;med_sum_abs_base;mad_sum_abs_base;mean_active_months_per_year;cadence_type;amount_band_low;amount_band_high;p_active_moy;active_months_in_year;delta_Hn_month_vs_base;delta_Hn_month_vs_year;delta_Hn_year;label_liv2;severity;reasons_liv2
Auto Aziendali;2022;2022-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2022;2022-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-07;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-09;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2023;2023-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-06;2.0;50080.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;12;0.6737411853705073;0.6287676733591243;0.04497351201138294;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=50080.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.674|entropy_shift_vs_year=+0.629
Auto Aziendali;2024;2024-07;2.0;5080.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.6737411853705073;0.6287676733591243;0.04497351201138294;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=5080.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.674|entropy_shift_vs_year=+0.629
Auto Aziendali;2024;2024-08;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-09;2.0;12080.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.6737411853705073;0.6287676733591243;0.04497351201138294;amount_spike;3;duplicate_in_fixed N=2|N_month=2>= 2.0x medN=1.0|sum_abs=12080.00>=max(band_high=96.00, 2.0x80.00)|entropy_shift_vs_base=+0.674|entropy_shift_vs_year=+0.629
Auto Aziendali;2024;2024-10;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-11;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2024;2024-12;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;12;0.5920370194249969;0.5470635074136139;0.04497351201138294;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592|entropy_shift_vs_year=+0.547
Auto Aziendali;2025;2025-01;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-02;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-03;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-04;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-05;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-06;1.0;80.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;1.0;6;0.5920370194249969;-0.08170416594551044;0.6737411853705073;expected_fixed;0;fixed_one_payment_in_band [64.00,96.00]|entropy_shift_vs_base=+0.592
Auto Aziendali;2025;2025-07;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Auto Aziendali;2025;2025-08;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Auto Aziendali;2025;2025-09;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Auto Aziendali;2025;2025-10;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Auto Aziendali;2025;2025-11;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Auto Aziendali;2025;2025-12;0.0;0.0;1.0;80.0;0.0;11.363636363636363;fixed;64.0;96.0;0.9090909090909091;6;;;;cadence_gap;3;missing_month fixed: active_year=6<<cadence≈11.4
Conferimento quota capitale;2015;2015-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2015;2015-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2015;2015-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2015;2015-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2015;2015-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2015;2015-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2016;2016-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2016;2016-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2016;2016-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2016;2016-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2016;2016-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2017;2017-01;1.0;15000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;amount_drop;3;sum_abs=15000.00<=min(band_low=48000.00, 60000.00/2.0)|entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2017;2017-02;2.0;110000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;burst_count;3;N_month=2>= 2.0x medN=1.0|entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2017;2017-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;3;;;;;0;
Conferimento quota capitale;2017;2017-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2017;2017-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2017;2017-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;3;;;;;0;
Conferimento quota capitale;2018;2018-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2018;2018-03;1.0;50000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2018;2018-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;3;-0.6942347416140927;-0.863120568566631;0.1688858269525383;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.863
Conferimento quota capitale;2018;2018-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2018;2018-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;3;;;;;0;
Conferimento quota capitale;2019;2019-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2019;2019-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2019;2019-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2019;2019-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2019;2019-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2019;2019-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2020;2020-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2020;2020-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2020;2020-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-06;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2020;2020-07;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-08;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-09;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-10;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-11;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2020;2020-12;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2021;2021-01;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2021;2021-02;1.0;60000.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;1.0;2;-0.6942347416140927;-0.74959525725948;0.05536051564538724;;0;entropy_shift_vs_base=-0.694|entropy_shift_vs_year=-0.750
Conferimento quota capitale;2021;2021-03;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;0.09090909090909091;2;;;;;0;
Conferimento quota capitale;2021;2021-04;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
Conferimento quota capitale;2021;2021-05;0.0;0.0;1.0;60000.0;0.0;2.1818181818181817;sporadic;48000.0;72000.0;;2;;;;;0;
